00:00:00.000000 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/14/2024 11:45:11, 147 of 399 TestSteps enabled.
00:03:57.587527 ; TestStep       ; Debug       ; Final verdict of Test Point Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) of Test Point 2: Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) list Fail
00:03:57.587527 ; TestStep       ; Debug       ; Final verdict of Test Point Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) of Test Point 3: Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) list Fail
00:03:57.587527 ; TestStep       ; Debug       ; Final verdict of Test Point Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) of Test Point 4: Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) list Fail
00:03:57.587527 ; TestStep       ; Debug       ; Final verdict of Test Point Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) of Test Point 5: Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) list Fail
00:03:57.587527 ; TestStep       ; Debug       ; Final verdict of Test Point Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) of Test Point 6: Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) list Fail
00:03:57.587527 ; TestStep       ; Debug       ; Final verdict of Test Point Fail
00:03:57.587527 ; TestStep       ; Debug       ; General Verdict(s) Fail,Fail,Fail,Fail,Fail,Fail
00:03:57.587527 ; TestStep       ; Debug       ; Verdict(s) list Fail, Fail, Fail, Fail, Fail, Fail
00:03:57.587527 ; TestStep       ; Debug       ; Final Verdict Fail
00:03:57.587527 ; TestStep       ; Debug       ; Execute_FinallyActions
00:03:57.587527 ; TestStep       ; Debug       ; Detected BSE 5G instrument in finally actions with connected state True
00:03:57.587527 ; TestStep       ; Debug       ; Switching Off NR Cell
00:03:57.594552 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:ACTive:STATe? [6.86 ms]
00:03:57.594552 ; 5G BSE         ; Debug       ; SCPI << 0
00:03:57.594552 ; TestStep       ; Debug       ; Switching Off LTE Cell
00:03:57.595552 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:LTE:CELL1:ACTive:STATe? [1.05 ms]
00:03:57.595552 ; 5G BSE         ; Debug       ; SCPI << 0
00:03:57.596550 ; TestPlan       ; Information ; 6.2B.1.3 completed with verdict 'Fail'. [225 s]
00:03:57.596550 ; TestPlan       ; Debug       ; Test step runs finished. [225 s]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.System Error" PostPlanRun completed. [9.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [19.4 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ Fader" PostPlanRun completed. [11.7 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ AWGN" PostPlanRun completed. [8.50 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ OCNG" PostPlanRun completed. [8.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable" PostPlanRun completed. [6.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.Activate Cells" PostPlanRun completed. [4.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.Activate Cells" PostPlanRun completed. [6.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.LTE.Wait BSE State - CELL1 - OFF" PostPlanRun completed. [7.20 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.LTE.RRC Connection Release " PostPlanRun completed. [3.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.NR Wait BSE State - CELL1 - OFF" PostPlanRun completed. [5.00 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.NR S-Cell Aggregation" PostPlanRun completed. [5.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Channel Power Measure Ks Track \ RFT 5G NR T-0A.Channel Power FR1 Measurement (LTE + NR) KS Track \ RFT 5G NR XSA.Channel Power (LTE)" PostPlanRun completed. [8.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Channel Power Measure Ks Track \ RFT 5G NR T-0A.Channel Power FR1 Measurement (LTE + NR) KS Track \ RFT 5G NR XSA.Channel Power (5G NR)" PostPlanRun completed. [5.40 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Channel Power Measure Ks Track \ RFT 5G NR T-0A.Channel Power FR1 Measurement (LTE + NR) KS Track" PostPlanRun completed. [5.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ E7515B-5G-NR.System Error" PostPlanRun completed. [5.70 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [6.40 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1 \ AWGN" PostPlanRun completed. [5.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1" PostPlanRun completed. [4.59 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [5.80 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.Power setup" PostPlanRun completed. [6.50 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.UE Power Control" PostPlanRun completed. [5.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [5.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Frame Palette - FC0 - CELL1 \ E7515B-5G-NR.UL Slot Config - CELL1 FC0 SC0" PostPlanRun completed. [78.2 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Frame Palette - FC0 - CELL1 \ E7515B-5G-NR.DL Slot Config - CELL1 FC0 SC0" PostPlanRun completed. [23.5 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Frame Palette - FC0 - CELL1" PostPlanRun completed. [12.4 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Scheduling Map Common Config" PostPlanRun completed. [8.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map" PostPlanRun completed. [8.00 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration" PostPlanRun completed. [4.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1" PostPlanRun completed. [5.09 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [7.20 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1 \ AWGN" PostPlanRun completed. [5.20 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1" PostPlanRun completed. [4.80 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [5.20 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ E7515B-5G-NR.LTE.Cell Power" PostPlanRun completed. [6.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ E7515B-5G-NR.LTE.UE Power Control" PostPlanRun completed. [5.40 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ E7515B-5G-NR.LTE.Expected Power Control" PostPlanRun completed. [6.00 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [7.20 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ E7515B-5G-NR.LTE.MAC Padding" PostPlanRun completed. [5.00 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.LTE UL Scheduler Configuration \ E7515B-5G-NR.LTE.UL RB Setup - CELL1" PostPlanRun completed. [18.1 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.LTE UL Scheduler Configuration" PostPlanRun completed. [3.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.LTE DL Scheduler Configuration \ E7515B-5G-NR.LTE.DL RB Setup - CELL1" PostPlanRun completed. [12.7 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.LTE DL Scheduler Configuration" PostPlanRun completed. [3.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1" PostPlanRun completed. [2.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Configure Meas Conditions \ E7515B-5G-NR.LTE.Ignore LTE Procedures" PostPlanRun completed. [3.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Trigger configuration - Activation" PostPlanRun completed. [2.29 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Attach Procedure \ RFT 5G NR T-0A.NR Set UE State \ E7515B-5G-NR.NR Wait BSE State - CELL1 - CONNected" PostPlanRun completed. [5.50 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Attach Procedure \ RFT 5G NR T-0A.NR Set UE State \ E7515B-5G-NR.LTE.NR Cell Reconfiguration with SgNB Addition" PostPlanRun completed. [3.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Attach Procedure \ RFT 5G NR T-0A.NR Set UE State \ E7515B-5G-NR.NR Wait BSE State - CELL1 - ON" PostPlanRun completed. [6.20 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Attach Procedure \ RFT 5G NR T-0A.NR Set UE State \ E7515B-5G-NR.Activate Cells" PostPlanRun completed. [7.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Attach Procedure \ RFT 5G NR T-0A.NR Set UE State \ E7515B-5G-NR.LTE.Attach - CELL1" PostPlanRun completed. [12.5 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ NSA Attach Procedure \ RFT 5G NR T-0A.NR Set UE State" PostPlanRun completed. [2.90 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ E7515B-5G-NR.LTE.Ignore LTE Procedures" PostPlanRun completed. [2.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ E7515B-5G-NR.System Error" PostPlanRun completed. [2.50 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.TestAppXappsPreamble" PostPlanRun completed. [3.80 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [8.00 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1" PostPlanRun completed. [2.70 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ UL Slot Config - CELL1 FC0 SC0" PostPlanRun completed. [15.3 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ DL Slot Config - CELL1 FC0 SC0" PostPlanRun completed. [13.7 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.TDD UL-DL Config" PostPlanRun completed. [6.60 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.PDSCH TDRA" PostPlanRun completed. [7.30 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.PUSCH TDRA" PostPlanRun completed. [7.50 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.RACH" PostPlanRun completed. [16.2 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.SRS Config" PostPlanRun completed. [14.0 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config \ E7515B-5G-NR.PUCCH Resources Configuration" PostPlanRun completed. [13.5 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config \ E7515B-5G-NR.PUCCH Common Configuration" PostPlanRun completed. [13.0 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config" PostPlanRun completed. [12.9 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Schedule" PostPlanRun completed. [11.7 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH DMRS Config" PostPlanRun completed. [13.6 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH Config" PostPlanRun completed. [12.1 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDSCH DMRS Config" PostPlanRun completed. [12.9 us]
00:03:57.596550 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDSCH Config" PostPlanRun completed. [12.2 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space \ UESS 2" PostPlanRun completed. [11.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space \ UESS 1" PostPlanRun completed. [13.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH UE Specific Search Space" PostPlanRun completed. [12.4 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH Common Search Space \ CSS 1" PostPlanRun completed. [14.1 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH Common Search Space" PostPlanRun completed. [12.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH Coresets \ Common Coreset" PostPlanRun completed. [14.0 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config \ E7515B-5G-NR.PDCCH Coresets" PostPlanRun completed. [11.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PDCCH Config" PostPlanRun completed. [12.5 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PRACH Config" PostPlanRun completed. [12.8 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.HARQ" PostPlanRun completed. [14.0 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.SSB Configuration" PostPlanRun completed. [12.7 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.SSB Beam Configuration" PostPlanRun completed. [12.5 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Phase Compensation" PostPlanRun completed. [13.1 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Antenna Port Configuration" PostPlanRun completed. [13.1 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Cell Config" PostPlanRun completed. [13.3 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Power setup" PostPlanRun completed. [11.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Frequency Setup" PostPlanRun completed. [12.4 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1" PostPlanRun completed. [11.7 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1" PostPlanRun completed. [6.10 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ E7515B-5G-NR.UE Power Control" PostPlanRun completed. [4.40 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ Load Seed" PostPlanRun completed. [5.40 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1 \ E7515B-5G-NR.Apply Configured Changes" PostPlanRun completed. [8.00 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1 \ OCNG" PostPlanRun completed. [6.80 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1" PostPlanRun completed. [5.30 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.UE Power Control" PostPlanRun completed. [5.40 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ RFT 5G NR T-0A.LTE UL Scheduler Configuration \ E7515B-5G-NR.LTE.UL RB Setup - CELL1" PostPlanRun completed. [15.9 us]
